schedule|googlelink|marketname|products|address|id
01/01/2013 to 12/31/2013 Tue: -9:00 PM;Sun: 1:00 PM-;<br> <br> <br> |http://maps.google.com/?q=35.8684075%2C%20-92.1176521%20(%22Stone+County+Locally+Grown+Online+Market%22)|Stone County Locally Grown Online Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Prepared foods (for immediate consumption); Soap and/or body care products|www.stonecounty.locallygrown.net, n/a, Arkansas, n/a|1008425
04/13/2013 to 11/30/2013 Sat: 7:00 AM-3:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.047972%2C%20-84.498121%20(%22The+Lexington+Farmers''+Market%22)|The Lexington Farmers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs; Wine, beer, hard cider|201 W Main St. , Lexington, KY , Kentucky, 40507|1008427
04/11/2013 to 11/07/2013 Thu: 7:30 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.7505391%2C%20-77.4737608%20(%22City+of+Manassas+Farmer''s+Market-+Thursday%22)|City of Manassas Farmer''''s Market- Thursday|Baked goods; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Wine, beer, hard cider|9201 Center Street , Manassas, Virginia, 20110|1008428
05/07/2013 to 09/24/2013 Tue: 4:00 PM-8:00 PM;<br> <br> <br> |http://maps.google.com/?q=37.0453871%2C%20-80.7800281%20(%22THE+MARKETPLACE+%22)|THE MARKETPLACE|Baked goods; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Prepared foods (for immediate consumption); Soap and/or body care products; Wine, beer, hard cider|20 South Washington Avenue, Pulaski , Virginia, 24301|1008429
05/10/2014 to 09/27/2014 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=35.4119851%2C%20-80.8411313%20(%22Huntersville+Growers''+Market%22)|Huntersville Growers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|Maxwell Ave. and Main St., Huntersville, North Carolina, 28078|1008431
05/10/2014 to 10/18/2014 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=33.1782705%2C%20-96.8873756%20(%22Little+Elm+Farmers''+Market%22)|Little Elm Farmers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Trees, shrubs|Eldorado and FM 423, Little Elm, Texas, 75068|1008432
05/02/2013 to 11/26/2013 Tue: 7:00 AM-4:00 PM;Thu: 7:00 AM-4:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.0460258%2C%20-84.5040090%20(%22The+Lexington+Farmers''+Market+-+Winter%22)|The Lexington Farmers'''' Market - Winter|Baked goods; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Soap and/or body care products; Trees, shrubs|398 South Broadway, Lexington, Kentucky, 40508|1008433
04/13/2013 to 11/09/2013 Sat: 7:30 AM-1:00 PM;<br>11/16/2013 to 12/31/2013 Sat: 10:00 AM-1:00 PM;<br> <br> |http://maps.google.com/?q=38.749490%2C%20-77.473074%20(%22City+of+Manassas+Farmer''s+Market-+Saturday+%22)|City of Manassas Farmer''''s Market- Saturday|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Wine, beer, hard cider|West St. and Prince William St., Manassas , Virginia, 20110|1008434
06/27/2013 to 10/03/2013 Thu: 5:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.311749%2C%20-97.810674%20(%22Davenport+Farmers+Market%22)|Davenport Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|City Park, Davenport, Nebraska, 68335|1008435
04/06/2013 to 10/26/2013 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=37.860929%2C%20-94.011533%20(%22Cedar+County+Farmers''+Market-El+Dorado+Springs%22)|Cedar County Farmers'''' Market-El Dorado Springs|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products|1317 S. Hwy 32, El Dorado Springs , Missouri, 64744|1008436
01/01/2013 to 06/20/2014 Wed: 7:00 AM-3:00 PM;Thu: 7:00 AM-3:00 PM;Fri: 7:00 AM-3:00 PM;Sat: 9:00 AM-3:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.310193%2C%20-97.813151%20(%22South+Maple+Street+Farmers+Market%22)|South Maple Street Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|103 South Maple Avenue, Davenport, Nebraska, 68335|1008437
06/01/2013 to 10/26/2013 Sat: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=44.456130%2C%20-93.160493%20(%22Riverwalk+Market+Fair%22)|Riverwalk Market Fair|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|Bridge Square, Northfield, Minnesota, 55057|1008438
01/04/2013 to 12/27/2013 Fri: 3:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=43.177386%2C%20-123.485634%20(%22Lookingglass+Grange+Farmers+Market%22)|Lookingglass Grange Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|7426 Lookingglass Road, Roseburg, Oregon, 97470|1008439
06/07/2014 to 10/25/2014 Sat: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=44.456122%2C%20-93.160568%20(%22Riverwalk+Market+Fair%22)|Riverwalk Market Fair|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|1 Bridge Square, Northfield, Minnesota, 55057|1008442
04/11/2013 to 09/19/2013 Thu: 5:00 PM-8:00 PM;<br> <br> <br> |http://maps.google.com/?q=43.207450%2C%20-123.345034%20(%22Roseburg+Old+Town+Market%22)|Roseburg Old Town Market|Baked goods; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Soap and/or body care products; Wine, beer, hard cider|700 Jackson Street, Roseburg, Oregon, 97470|1008443
06/01/2013 to 09/28/2013 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.025303%2C%20-77.522201%20(%22Ladysmith+Village+Farmers+Market%22)|Ladysmith Village Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|17290 Library Blvd, Ruther Glen, Virginia, 22546|1008444
04/25/2014 to 10/17/2014 Fri: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=43.389888%2C%20-123.315289%20(%22Sutherlin+Farmers+Market%22)|Sutherlin Farmers Market|Crafts and/or woodworking items; Eggs; Fish and/or seafood; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Soap and/or body care products|215 W. Central Avenue, Sutherlin, Oregon, 97479|1008445
05/10/2014 to 10/11/2014 Sat: 9:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.1569811%2C%20-83.0748408%20(%22Powell+Chamber+of+Commerce+Farmers+Market%22)|Powell Chamber of Commerce Farmers Market|Baked goods; Cheese and/or dairy products; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Meat; Plants in containers; Soap and/or body care products|50 S. Liberty Street, Powell, Ohio, 43065|1008447
01/01/2014 to 12/31/2014 Sun: 9:00 AM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=19.489787%2C%20-155.911300%20(%22The+South+Kona+Green+Market%22)|The South Kona Green Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|82-6188 Mamalahoa Highway, Captain Cook, Hawaii, 96704|1008448
05/27/2014 to 09/30/2014 Tue: 5:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=47.903045%2C%20-91.856863%20(%22Ely+Farmers+Market%22)|Ely Farmers Market|Baked goods; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|7th Avenue Sheridan Street, Ely, Minnesota, 55731|1008449
05/06/2014 to 09/30/2014 Tue: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=36.9872756%2C%20-121.9270394%20(%22Carmel+Farmers+Markets+at+the+Barnyard+Shopping+Village%22)|Carmel Farmers Markets at the Barnyard Shopping Village|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Trees, shrubs|3690 The Barnyard, Carmel, California, 93923|1008450
 <br> <br> <br> |http://maps.google.com/?q=33.4308871%2C%20-94.0298871%20(%22Gateway+Farmers+Market%22)|Gateway Farmers Market||E 9th and Jefferson Street, Texarkana, AR, Arkansas, 71854|1008452
09/14/2013 to 12/14/2013 Sat: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=32.791762%2C%20-115.548786%20(%22Neighborhood+House+Farmers+Market%22)|Neighborhood House Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Fresh fruit and vegetables; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers; Soap and/or body care products; Trees, shrubs|201 3rd Street , El Centro, California, 92243|1008453
01/01/2014 to 12/31/2014 Wed: 2:30 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.730214%2C%20-84.526608%20(%22Allen+Street+Farmers+Market%22)|Allen Street Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|1619 E. Kalamazoo, Lansing, Michigan, 48912|1008454
05/20/2014 to 09/23/2014 Tue: 2:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=44.722480%2C%20-123.917872%20(%22Siletz+Valley+Farmers+Market%22)|Siletz Valley Farmers Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Soap and/or body care products|162 S. Gaither St., Siletz, Oregon, 97380|1008456
05/21/2014 to 11/19/2014 Wed: 3:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=39.929903%2C%20-75.163186%20(%22Fountain+Farmers''+Market%22)|Fountain Farmers'''' Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products|East Passyunk Avenue at 11th St. & Tasker St., Philadelphia , Pennsylvania, 19147|1008457
05/22/2014 to 11/20/2014 Thu: 11:00 AM-3:30 PM;<br> <br> <br> |http://maps.google.com/?q=39.950081%2C%20-75.156392%20(%22Jefferson+Farmers''+Market%22)|Jefferson Farmers'''' Market|Baked goods; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption)|Chestnut St. between 9th St. & 10th St., Philadelphia, Pennsylvania, 19107|1008460
 Mon: 9:00 AM-5:00 PM;Tue: 9:00 AM-5:00 PM;Wed: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;<br> <br> <br> |http://maps.google.com/?q=36.991165%2C%20-91.492638%20(%22Acme+Ranch+Truck+Patch%22)|Acme Ranch Truck Patch|Crafts and/or woodworking items; Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Plants in containers; Trees, shrubs|RR1 Box 146, Birch Tree, Missouri, 65438|1008461
01/01/2013 to 12/31/2013 Mon: 8:00 AM-7:00 PM;Tue: 8:00 AM-7:00 PM;Wed: 8:00 AM-7:00 PM;Thu: 8:00 AM-7:00 PM;Fri: 8:00 AM-7:00 PM;Sat: 8:00 AM-7:00 PM;Sun: 8:00 AM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.857681%2C%20-77.020653%20(%22Red+Jacket+Orchards%22)|Red Jacket Orchards|Baked goods; Cheese and/or dairy products; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Nuts; Prepared foods (for immediate consumption); Soap and/or body care products|957 Route 5 & 20, Geneva, New York, 14456|1008462
05/25/2013 to 10/12/2013 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=36.309009%2C%20-91.528709%20(%22Spring+River+Farmers+Market%22)|Spring River Farmers Market|Baked goods; Crafts and/or woodworking items; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|Santee Drive, Cherokee Village, Arkansas, 72529|1008463
06/26/2014 to 10/30/2014 Thu: 3:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.0463770%2C%20-75.1959120%20(%22Weaver''s+Way+Farmers''+Market%22)|Weaver''''s Way Farmers'''' Market|Fresh fruit and vegetables; Fresh and/or dried herbs|Carpenter Lane at Greene St., Philadelphia , Pennsylvania, 19119|1008464
 <br> <br> <br> |http://maps.google.com/?q=39.325678%2C%20-94.372250%20(%22Barham+Cattle+Company+%26+Family+Farm%22)|Barham Cattle Company & Family Farm|Eggs; Fresh fruit and vegetables; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Poultry|16600 NE 128th Street, Kearney, Missouri, 64060|1008466
05/03/2014 to 10/25/2014 Sat: 9:00 AM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=45.333082%2C%20-122.597822%20(%22Oregon+City+Saturday+Summer+Farmers+Market%22)|Oregon City Saturday Summer Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs; Wine, beer, hard cider|2051, Kaen Rd, off Beavercreek Rd., Oregon City, Oregon, 97045|1008468
 <br> <br> <br> |http://maps.google.com/?q=38.638606%2C%20-90.831860%20(%22Boone+Hollow+Farm%2c+LLC%22)|Boone Hollow Farm, LLC|Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Plants in containers|1237 Highway F, Defiance, Missouri, 63341|1008469
 <br> <br> <br> |http://maps.google.com/?q=38.850198%2C%20-93.723133%20(%22Buckeye+Acres+Farmers''+Market%22)|Buckeye Acres Farmers'''' Market|Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Trees, shrubs|91 NE 600 Road, Warrensburg, Missouri, 64093|1008472
 <br> <br> <br> |http://maps.google.com/?q=43.9717663%2C%20-75.9740196%20(%22The+Little+Barn+Bulk+Foods+Market%22)|The Little Barn Bulk Foods Market||17937 State Route 3, Watertown, New York, 13601|1008473
06/06/2014 to 10/31/2014 Fri: 2:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.0375133%2C%20-75.2213168%20(%22Gorgas+Park+Farmers''+Market%22)|Gorgas Park Farmers'''' Market|Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Prepared foods (for immediate consumption)|Ridge Ave. at Acorn St., Philadelphia , Pennsylvania, 19128|1008475
06/07/2013 to 11/01/2013 Fri: 12:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=36.732240%2C%20-90.440678%20(%22Butler+County+Farmers''+Market%22)|Butler County Farmers'''' Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|3257 South Westwood Boulevard, Poplar Bluff, Missouri, 63901|1008479
01/01/2013 to 12/31/2013 Fri: 4:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=35.091704%2C%20-92.449952%20(%22Conway+Locally+Grown%22)|Conway Locally Grown|Baked goods; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|925 Mitchell St, Conway, Arkansas, 72034|1008480
 Thu: 4:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.563511%2C%20-92.200082%20(%22Capital+Regional+Medical+Center+Farmers''+Market%22)|Capital Regional Medical Center Farmers'''' Market|Baked goods; Eggs; Fresh fruit and vegetables; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.|1432 Southwest Boulevard, Jefferson City, Missouri, 65102|1008481
 <br> <br> <br> |http://maps.google.com/?q=38.953013%2C%20-122.066082%20(%22Arbuckle+Certified+Farmers+Market%22)|Arbuckle Certified Farmers Market||6613 Harrington Avenue, Arbuckle , California|1008482
05/03/2014 to 11/22/2014 Sat: 9:30 AM-1:30 PM;<br>11/29/2014 to 05/02/2015 Sat: 10:00 AM-1:00 PM;<br> <br> |http://maps.google.com/?q=40.067560%2C%20-75.196899%20(%22Chestnut+Hill+Farmers''+Market%22)|Chestnut Hill Farmers'''' Market|Baked goods; Cheese and/or dairy products; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Poultry; Prepared foods (for immediate consumption)|Winston Rd. between Germantown Ave and Mermaid Lane, Philadelphia , Pennsylvania, 19118|1008483
 Wed: 3:00 PM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=36.910365%2C%20-89.350007%20(%22Charleston''s+Farmers+Market%22)|Charleston''''s Farmers Market|Crafts and/or woodworking items; Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|1400 South Main Street, Charleson, Missouri, 63834|1008484
05/03/2014 to 10/25/2014 Sat: 9:00 AM-1:00 PM;<br>11/01/2014 to 05/02/2015 Sat: 10:00 AM-12:00 PM;<br> <br> |http://maps.google.com/?q=40.0185343%2C%20-75.3123767%20(%22Bryn+Mawr+Farmers''+Market%22)|Bryn Mawr Farmers'''' Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Poultry; Prepared foods (for immediate consumption)|Municipal Lot 7 on Lancaster Ave, Bryn Mawr , Pennsylvania, 19096|1008485
04/03/2013 to 10/30/2013 Wed: 3:30 PM-5:30 PM;Sat: 6:00 AM-11:00 AM;<br> <br> <br> |http://maps.google.com/?q=38.444743%2C%20-91.004716%20(%22City+of+Union+Farmers''+Market%22)|City of Union Farmers'''' Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|500 East Locust Street, Union, Missouri, 63084|1008488
 <br> <br> <br> |http://maps.google.com/?q=38.8111352920532%2C%20-91.1501459777355%20(%22City+of+Warrenton+Farmers''+Market%22)|City of Warrenton Farmers'''' Market|Baked goods; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products|200 West Booneclick, Warrenton, Missouri, 63383|1008491
06/12/2014 to 09/25/2014 Thu: 3:00 AM-6:00 PM;<br> <br> <br> |http://maps.google.com/?q=39.382751%2C%20-119.272862%20(%22Dayton+Farmers+Market%22)|Dayton Farmers Market|Baked goods; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Soap and/or body care products|Hwy 50 and 2nd Ave., Dayton, Nevada, 89403|1008492
 <br> <br> <br> |http://maps.google.com/?q=38.533748%2C%20-93.523694%20(%22City+of+Windsor+Farmers''+Market%22)|City of Windsor Farmers'''' Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|305 West Benton, Windsor, Missouri, 65360|1008493
05/10/2014 to 09/27/2014 Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.776634%2C%20-75.142615%20(%22Historic+Lewes+Farmers+Market%22)|Historic Lewes Farmers Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fish and/or seafood; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Trees, shrubs|110 Shipcarpenter Street, Lewes, Delaware, 19958|1008495
 <br> <br> <br> |http://maps.google.com/?q=38.962326%2C%20-92.321695%20(%22Columbia+Center+for+Urban+Agriculture%22)|Columbia Center for Urban Agriculture|Cut flowers; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers; Trees, shrubs|1209 Smith Street, Columbia, Missouri, 65201|1008496
05/17/2014 to 09/27/2014 Sat: 8:00 AM-11:00 AM;<br> <br> <br> |http://maps.google.com/?q=39.3826271%2C%20-119.2676691%20(%22Silver+Springs+Farmers+Market%22)|Silver Springs Farmers Market|Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Meat|3595 Ramsey Weeks at Spruce, Silver Springs, Nevada, 89403|1008498
06/18/2014 to 09/24/2014 Wed: 3:30 PM-6:30 PM;<br> <br> <br> |http://maps.google.com/?q=39.3095135%2C%20-119.6499793%20(%22Virginia+City+Farmers+Market%22)|Virginia City Farmers Market|Fresh fruit and vegetables; Fresh and/or dried herbs; Honey|Miners Park, Virginia City, Nevada, 89403|1008499
